Incident Type;Hazards;Hazard Paths;Origins;Date
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;17-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;17-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;16-11-2020
alert;contaminant;contaminant;netherlands;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);finland, india;16-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);luxembourg;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);unknown origin;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);spain;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;13-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);denmark;13-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);luxembourg;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;12-11-2020
border rejection;pesticides;pesticides;india;12-11-2020
alert;non-compliance to standards;poor or insufficient controls > non-compliance to standards;france;12-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);switzerland;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;12-11-2020
border rejection;pesticides;pesticides;india;12-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;11-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;11-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;10-11-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;10-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;10-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);denmark;9-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;9-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;9-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;9-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;9-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;9-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);poland;7-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);luxembourg;6-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);denmark;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;6-11-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;syria;6-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;5-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;5-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;4-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;4-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;4-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);denmark;4-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;4-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);denmark;4-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;4-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;4-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;4-11-2020
border rejection;incorrect labeling, labelling/misdescription;labelling/misdescription > incorrect labeling, labelling/misdescription;india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;3-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;3-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;3-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;2-11-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;31-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;30-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;30-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;30-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;29-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;28-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;28-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);italy;27-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;27-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;27-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;27-10-2020
alert;unauthorised substance ethylene oxide, organic, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > organic, unauthorised ingredient (fraud);germany;27-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;26-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;26-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;26-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;23-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);luxembourg;23-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;23-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;23-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;23-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;23-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;23-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);germany;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;22-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;21-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);ireland;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
alert;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;21-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);france;20-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;20-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);netherlands;20-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;16-10-2020
border rejection;pesticides;pesticides;india;16-10-2020
border rejection;pesticides;pesticides;india;16-10-2020
border rejection;pesticides;pesticides;india;16-10-2020
border rejection;pesticides;pesticides;india;16-10-2020
border rejection;pesticides;pesticides;india;16-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;16-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;14-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);india;13-10-2020
food;unauthorised substance ethylene oxide, unauthorised ingredient (fraud);pesticides > unauthorised substance ethylene oxide, unauthorised ingredient (fraud);belgium;13-10-2020
